# ABIS-Seq immune-cell RNA-seq signature matrix (Table S5, ABIS-Seq sheet).
# Source: Monaco G, Lee B, Xu W, et al. "RNA-Seq Signatures Normalized by mRNA
#   Abundance Allow Absolute Deconvolution of Human Immune Cell Types."
#   Cell Reports 26(6):1627-1640.e7, 2019. doi:10.1016/j.celrep.2019.01.041; PMID:30726743.
# Provenance: PMC6367568 supplementary file mmc6.xlsx (Table S5), sheet 'ABIS-Seq'.
#   Retrieved via Europe PMC supplementaryFiles endpoint:
#   https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6367568/supplementaryFiles
# Licence: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/) - the Cell Reports
#   article is open access: "(c) 2019 The Authors. This is an open access article under
#   the CC BY license (http://creativecommons.org/licenses/by/4.0/)." Attribution: Monaco 2019.
# Dimensions: 1296 genes x 17 immune cell types. Values are mRNA-abundance-normalised TPM.
# Format: tab-separated; first non-comment line = header (gene-symbol col + 17 cell-type cols).
Gene symbol	Monocytes C	NK	T CD8 Memory	T CD4 Naive	T CD8 Naive	B Naive	T CD4 Memory	MAIT	T gd Vd2	Neutrophils LD	T gd non-Vd2	Basophils LD	Monocytes NC+I	B Memory	mDCs	pDCs	Plasmablasts
TSPAN6	0.32538414951709299	0.34638723273206401	0.40312713981711101	6.6024739886684101	3.58228078777034	0.34771127715039801	2.5850189190071702	1.5223576367068901	0.47231526503312299	0.22034910111398501	0.51124862503267499	0.37955176744567598	0.35673721999790198	0.31556588662913998	0.78820811766986698	0.49784281072431702	0.59797371907145003
PLEKHH2	0.956571394982761	0.58827091852742097	0.84478080719125204	5.5295732173562504	1.83590907178186	0.66963983194809595	1.5827656139213	0.54974592264947897	1.2943567734271999	0.26140940285859199	0.66580542827511402	0.29089875703819601	0.80943588132243605	0.90720671257142005	1.96375878536447	1.07917849520295	0.29623273266127198
IL6ST	141.53153535089501	13.2105335962149	18.153513951104799	451.80719669984302	190.110205840221	27.5065704969916	201.90441206057	15.722787437015199	33.730398225989703	7.4861419554633404	22.584720239296701	9.5287535356742694	37.944305353986501	12.5088195087096	105.347493766779	106.064786967114	121.70630791734099
PIK3IP1-AS1	1.85954187523069	5.9571750494250804	1.99323258369366	25.9559422365171	17.599886662380801	5.7428581933580096	13.0804017874386	2.8027722717942201	7.7132813813894296	0.71826717095160997	3.3645421626112002	0.64065338872522903	5.88306871312232	3.6527558325073599	8.5620657155904603	3.04589278899428	2.3417273472186202
FAM134B	4.0010836774552203	0.80184966748250897	3.3828640601733602	30.872820046115599	23.697782153908399	2.6426951878708	16.301921677667199	10.171063114181401	5.5978021577040904	1.08780067418241	3.8394146343508	0.150836139785642	2.0881061795664402	0.934232966506782	9.7568294000455307	0.17672265858436001	0.25958662959082601
RP11-347I19.8	0.708300597003934	1.8076361810445301	1.3622362157638701	14.827576254134801	8.7879153713389009	1.57624701145109	5.8489279668297502	0.44144329512998098	1.8981605222254501	0	2.2259661782222899	3.1824728381516199	3.0370050913812499	1.5754499130162001	9.9367099514060602	8.1399786562179592	6.5522456995578597
SARDH	1.4721548148497801	1.3044731071856099	0.60322044364846295	9.4469629178437895	2.3940861200268202	0.60203466801501704	7.0477549481855197	0.40865456012868101	1.1690767817783301	0.84738785895574498	0.60171563262653704	0.25770986410834701	1.3402955934966601	0.41389364047555799	2.1583010850597102	0.62931807669445705	0.75785388363960404
RP11-730K11.1	0.36397268550304201	4.1236632572229999	0.71646265217959504	15.7912560391675	5.9105081138337603	0.56950259148546001	7.8474636037157897	3.2223319905781902	0.66117067071844504	1.69811631975245	3.2812185254275401	1.4081636782254101	0.76097350137451802	0.44199184349398901	0.72145910761103005	1.15289849921691	0.84688228759481798
AC069513.4	0.25802707237167399	0.19860308381279801	0.423084125016918	6.8824805659301402	3.3715146026663301	0.57980369696591205	3.69905416897251	0.44618722647217002	0.49533353501424299	2.5820820008127601E-2	0.473678303997151	6.0952898945726398E-2	0.62650180367485597	0.55255932350624803	1.43254600524848	0.29290337664385202	0.35609343794460102
RP11-554I8.1	0	3.4017117403591302	1.2869012121197201	27.591330811208401	19.5722744632223	0	13.515950939223099	3.9795870596778098	0.72763017885186299	0	2.6295370170418901	0	0	0	0	0	0
AC010468.2	0	0	3.9206990953083198	34.298420241119501	21.019091443996398	0	16.784874593523799	5.98015032540125	9.3787069074551699	0	1.6548748308335799	0	0	0.47319456278039701	0	0	0
TRABD2A	1.8164587958115399	2.79323158921596	17.518239026963698	222.881925534418	152.43611747073001	12.1715878755325	90.897772163594695	9.0545594497014008	34.526705863420197	1.56315878646813	19.112149926116199	1.12533546849567	3.4680278660447001	4.8092098092546598	46.670030371705401	3.77804367553107	21.9557812632153
EPHB6	20.862159579816701	2.1283987626926999	6.8767104061153601	48.599977526429299	11.966554450205701	12.8658295825746	25.282632379190499	6.5023704133339404	4.2793436660577298	8.1407166947732001	5.4256898311315798	0.68196598817354304	8.8728747628500599	21.702594423464401	59.3975087018989	3.0575811057144699	16.8953961061952
AC093642.4	0	0.86495221325463001	1.09125099522506	25.376331185335701	13.279329483351701	1.3174963585164701	17.131540686049402	2.7292635279347102	2.49461804876844	0.33037211121652499	2.61489773734161	0	0.38034922498185803	0.83797232809051303	5.2949431394666302	1.4144419139001001	0.56013728130477403
PDK1	18.885490493825401	19.872654820718498	13.1046742814091	75.214379229234197	50.667610268918096	22.832392169122201	34.102421875697303	9.9082919365940896	17.296810820443099	12.170615725525501	16.064231985633299	21.4476067464037	19.067302713821	18.029677061117201	32.401025571518502	2.5586705790911801	455.47886283374902
HSBP1L1	9.8423179521647395	8.3196425103798592	6.6252678642434297	33.035586488624901	20.562925896521701	3.7527565200874902	17.194694796536201	4.1346164484494201	12.2720767184547	2.9859424333227298	6.8467846790901596	16.456159330431699	6.03589575712419	2.35690526236049	12.939995753631999	4.2058490077013602	17.123317298244199
RFESD	2.1951691537134099	4.9612060781039302	4.04322478493249	18.613091985896499	4.7073157873322904	1.2408622989399201	9.7353556290455003	5.43312945878509	4.9189060310761299	0	4.8801620029610104	7.3121831820214103E-2	1.4857706792836101	2.4372789378608601	2.0812126053055402	6.3685380364636996	16.921289681535999
RP11-15M15.1	0	0	0	1.52390804935156	0	3.3495911048515799E-2	1.2873856264755901	0	0	0	0	0	0	0.23681036693311799	0	0	0.28163931225600602
GPA33	2.4328481394199599	7.5759458206582302	7.5333618816433203	63.085166150716397	7.4179978378597298	4.7427345155809704	37.425984925302899	0.88827198497718096	7.8700820471455604	0	11.078446590598	2.8922173493591202E-2	12.380251884137101	0.71922498746990005	14.3431416910375	0	0
GIMAP3P	0.272506584207519	1.2055998128376	0.58360777559414401	6.3505547220123999	0.75411364801181402	0	2.85098406227638	1.00569322741798	0.90171053276752	0	0.64899707796566897	0	6.1222996064727302E-2	0	0	0	0
LINC01550	3.4269000148395401	3.7458799114985002	17.248510589731499	133.24603444019601	88.281668443292006	3.3435378049796198	64.104913946615497	24.889441367474099	53.279049015328802	1.7930848604687599	8.3904482634195698	2.2987484751726899	5.0853299088713504	2.6115850411629902	7.9336233656396598	3.6122262999513199	2.5347338831847601
DBH-AS1	0	0.21290629118968499	5.2710167390996897E-2	3.59882564854037	0.75578084371941701	0	2.2292473803511301	1.8357106423241801E-2	0	0	0.19423903941017701	0	0	0	0	0	0
CTD-2666L21.1	0.14249580208793799	6.6392147123752103	0.23853626762729099	9.0382104104575998	2.5754242136115799	1.7636455709608301	1.71868349101607	0.46173435796016099	1.89862556693846	0	2.43575442521154	0.27205059705531898	9.2655601999575093E-2	2.2826303972891	0.168499913284365	0.57650342160938095	0
RP1-187B23.1	1.00079927307129	0.456710183569632	0.274892007700413	6.5533848897714	1.8068902741357999	0.22732203593022601	2.5951879799075401	0.55346699258823895	0.98642298892684699	0	0.50664695175200203	0.69710879069603404	1.00105669454818	7.6445191753069103E-2	0.86706979718823995	0.17391871144634699	0.33952391011243699
ADPRM	15.534485786248601	8.3246924903240291	13.789712398600599	72.108954567267403	43.571080468119497	37.588805291413998	41.9352022256314	10.7769118553311	22.002856094237401	4.4926716993257498	17.810880874698999	12.0941762778967	20.720266179548702	17.378517355807599	58.2996686521616	14.5481291143711	32.858354498098599
LINC00243	1.59815769880761	6.4906392715738699	5.4107462361363901	29.019764995495699	8.5415325675125597	0.95174477331878604	20.764414297999899	4.4199531461144597	11.883206231255199	4.7057198489230396	6.7889978927984203	3.9325425679252701	1.4090916534238001	1.22949522777776	7.00474322289796	1.07970869248297	1.5394038291394501
AXIN2	4.3202275093203603E-2	0.35398236220301099	1.1727259397293901	20.844321433116999	3.8307198960204998	5.2191799896955597	13.785851374042201	1.5496987524533301	2.16617795915371	0	2.3438468049378298	6.5637078212290199	0	1.30051815237589	0	1.89899406115209E-2	3.0499467922391301
FLJ27354	8.9483301608465808	1.8757601322092301	7.44025276602411	26.381748263730898	12.1777395387981	6.75783537083033	15.0421434823105	5.2182631864637798	6.6528279805322397	6.9507515050857394E-2	4.9116170411870304	0.84560070405921794	6.4104962269003298	5.72508372948427	42.560328856292998	7.4793174160453999	34.1783434508868
SATB1-AS1	0.42449401727939801	16.448371294569899	5.5658222494319096	49.498685523812398	33.5073064779519	16.544354929307001	17.9255224668692	26.358622039768701	29.374428345891701	0.30618139288799001	5.8588211580158998	2.35127806772896	1.1428998754148501	2.15267410519834	6.3113353419107003	6.6286237702545296	0
PARK2	1.0208996264814101	2.43463721682792	1.7510797003209	12.1144779309346	5.72838552115602	7.268755600245	5.7462484238250502	2.1197488741703299	2.5073175422966099	0.49042949050314599	2.7287238607206601	1.2707005317729201	1.09625462689635	2.2612904945340699	13.255694846654199	2.3476057542896398	1.7873651310949401
LGALS17A	0.48092902390279502	0.27773181221697302	0.43118836337015198	7.54811468925414	0.36808190410526898	0.201366172536254	2.62646693984505	0.36968478498583801	0.23145680237063099	9.7983532295789003E-2	0.30107772961481299	0.154667207779775	0.314939850358536	0.27874451306887998	0.282615039084328	0.446034393750944	6.4947738023294104
TRBV12-5	0	3.2984204381938902	3.4593652508711399	22.811645257425202	10.426744146612499	0	20.866714486674201	1.8252750922769001	3.6872538939282	0	1.90399351612009	0	0	0	0	0	0
FBLN5	8.6212820869299905E-2	1.0500417951957199	1.9797181219001601	10.7915234256688	5.5964065764582003	0.37748727769152401	7.0950224709554499	2.4944225771469299	4.8692187136071103	0.22044290423715199	2.2540178699842	1.0416103247846999	5.8938068600533501E-2	0.75346110342031702	0.66786948656915102	0.89640391087903504	1.2653446230982099
LTBP3	5.4647885631642001	15.954636999469701	5.6623173737856902	37.520929125519203	27.260198748532201	8.0440032313346705	17.322260539773598	14.5259631490734	17.1888484262121	1.73638526803815	9.4098461811637097	1.25496095355964	6.4048291871065199	12.084718091123699	27.1682287460543	13.299962396895699	35.160207564806903
TMIE	0.16196646821253899	0	0.21304093265329899	5.1797567444725496	0.84028440758048994	0	3.68833148297663	0.41680139974309299	0.207178250525128	0	0.14343894508680699	0	0.29379742371192902	0.17472877678920901	4.0101893900055501	0	0
MCF2L-AS1	0	0	1.6800079598914699	11.9239147647479	5.0569860429656099	0.80577560460773701	7.3019955193393802	2.3907454279413698	5.0430096334163501	0	1.6259160900474801	0	0	2.1970092031675301E-2	0	0.90532404438105996	2.1197992611030099
CHMP7	107.59427932195899	71.051083419477905	51.211000160153198	343.86284541779901	180.45151051279399	249.29982584394	243.734969632347	52.399319292073301	74.799440197514201	14.140175970809	70.619324474998095	32.179801535834102	109.842939682169	187.85939189622101	288.63976088451699	73.215735362455106	476.41621641595702
PXYLP1	16.535189229231001	21.161696817064499	16.621515314815699	42.794665633815001	28.995138143400499	3.7970176162896201	20.6568798938595	7.2909982137048397	19.0299166118313	4.0368197892361897	15.192458287565699	0.63526384523191504	9.5904940850513203	1.6722562165617301	26.785559383018601	9.9398963385062409	4.9764397289606404
MAML2	11.0576213406957	5.77728676136236	5.6889318913093296	29.089517909761401	18.820613868296501	5.8685381318511096	17.326506887781001	6.00433723831582	9.1961685732566192	5.66033834347843	9.0619949341514694	0	6.0176813818537198	7.5347242987359797	18.621609543382402	1.8712832600467499	1.00326707668288
PLXDC1	3.33854209876207	29.932955994206999	19.6970184767533	71.413987795029101	47.002639771921302	1.62924575028471	30.060593645011899	18.165215449237799	74.951468497238906	0.44317961890368401	26.0054930299045	0.84721440703867901	1.6821084003370601	1.66804620975377	4.7290575752697404	23.816025305927202	3.03649584900442
NOSIP	68.651706278468495	65.781872985444195	76.901788790538305	468.968227544348	222.92717949551101	40.497173618564602	299.014354199693	71.042862026160506	182.105381896577	39.550223886409	110.83770642814601	41.290570358832902	69.687411679023398	50.398395173416503	268.35388919963799	80.680001128499896	186.16553538240501
RGMB	0.158676102861914	0.59803949965083203	0.406173970758615	14.050603088938299	5.9813348641746202	9.3500310254146903	8.5869102903391905	0.27680894915299598	2.0504349542086602	3.9645670668483998E-2	0.60279553470978198	1.57461552295102E-2	0.49059225519352201	6.0909242684107099	1.0103904632746401	0.12389990483609301	11.0843288762487
LINC01259	1.7530243778904999	1.6386375228435599	3.5022873134879799	11.079469396910801	7.6232617504848301	0.498184298256518	8.5575106200042708	3.7718322728565101	5.0299936162206098	0.81317070531591196	0.94509825220723498	0.79128470549619001	0.98513360512602699	0.70964429093935	6.8543217478709897	0.776658499500125	0
RHPN1	0	0.13860574579463	1.0722877647215401	14.0043826996934	8.5421804584879908	1.05406858843619	7.9730045998979397	5.1593400596107299	6.7638870184546898	0.15208670150776499	2.1913296084252201	0.43672880824127303	0.28045155510002301	1.44189081713227	17.1963450039915	12.9518234624586	0.68501211731394995
CHRM3-AS2	0.33001397015248102	14.464613754917799	13.509874238031101	468.84680400816399	208.41791662459201	0.11886050452692599	204.68918788543201	63.3037802305249	48.966476795275099	0.18158280891321699	14.267727779555299	119.478920145217	3.67834249441868	0.25485009527663	0.55455961505178797	0.33236446907209399	0.12027619486050301
REG4	0	0	6.7619511525821002E-3	0.85392138009765794	5.2094565135271296	0	3.9259865686201302E-2	0	0.33471614197733002	0	0	0	0	0	0	0	0
RP3-477M7.5	0	0	0.26348823479390499	1.9295790784698199	96.911113098993994	0	0.74976527198998399	0	0.48574495030534498	0	1.0108502528458401	0	0	0	0	0	0
SFRP5	0	0	1.30703180218259E-2	3.25777093156717E-2	2.7664116479174501	0	3.7656990598152501E-2	0	0	0	6.5973325106674002E-2	0	0	0	0	4.52809583096032E-2	0
MXRA8	0.16734770160878401	3.9752956016012697E-2	5.0658433167052097E-2	3.7109758025428801	20.5532804304584	0	0.67891984071313904	0.113480060302216	2.2498567067953799	5.35487283321434E-2	4.8325762807411098E-2	0	0.44547035313642203	4.2336679089146699E-2	0.46215422401560602	0.63123134738521403	0.363738280644478
NRCAM	0	0	2.0617372335619701E-2	3.73315379323288	14.2784792848751	6.1297796383355897E-2	0.36100315285609902	0	1.47265286670153	0	0.38143924353068398	0	0	0.61804372743436597	0	0	0
CD248	0	0	0.72511515945943406	5.2062783916662898	39.327900063350498	0	0.303875417534061	0.43953693689914902	1.5794058387043	0	0.93902336883342297	0	0	7.9836709644328901E-2	0	0	0
CA6	1.4994200953089101	1.1719428187227601	1.04332102563955	10.030324767957101	20.8047826491953	1.3151734661452299	2.4226315073629201	0.86353975271225702	2.3279051419441599	0.54072261246754005	0.93709261884297501	0.87163230460006702	0.95413986408497498	1.1692136329206799	2.6543131749723399	0.94714170048501101	1.35641902514597
DSC1	2.2491005899742601E-2	0	0.19571010621861201	10.996024154912901	15.439946304617999	0	1.1307794655555199	0	0.25512641317606999	0	0	0	0	0	5.7120643310949903E-2	0	0
GLIS3	0.98121837994656702	0	0	0.57152173646276605	3.59811845974134	0	0.63415485037671504	0.25788143900086702	0.18499296278977401	0.126865796104423	0	0	0.55897632022602595	1.36901973413689E-2	0	0	0
S100B	0.28725077593998299	5.2706486331178999	0.74492148982105899	0.96700333039160502	22.372077631625501	0.66021981460435697	0.50930384342841195	2.3062858719997701	21.373461918804601	0.201971509761496	1.43650510589059	0.50739429127830404	4.9604749274879998	0.338672852274779	30.5504773997902	1.5094604667154501	0.75725859960963704
DSEL	0.31706111135954201	0.190795388621252	0.22664343820846899	0.27650664287702897	2.8266631739545698	0.15190020647355701	0.80080977425529198	0.31209222272335302	0.29532947227824502	0.185169781995946	0.60277078990294397	0.15768253056172499	0.274954276657152	0.113417182340878	0.59184750635740002	0.18960406495263199	0.23647042701790599
SLC7A3	0	0	0.73556088949809095	0	3.6209568683115601	0.136559039123829	3.9447160717144297E-2	0	0	0	0.26414452739371902	0	0	0	0	0	0
ASIC1	0	0	3.8249590274405901E-2	0.35349081218060302	1.81096703642346	0	0.14452465789591501	0	0	0	0	0	0	0	0	6.1784277793675402E-2	0
RP11-291B21.2	0	5.22152357864144	46.852067938511503	2.0853847215677099	232.277526024347	0	2.18859188756544	1.5733396112431499	29.371916037299801	0	43.870759384099699	0	0	0.367504361947744	0	0	0
LRRN3	0.15537323275047699	0.41862439856964601	2.8632379886560502	126.156454766046	150.91014136500701	0.988819271269198	16.0292049079778	0.70067553313634101	10.781383723502	7.3847257331872002E-2	2.89472621853227	0.276845438114523	1.1967864343157499	0.62897422994955199	1.87184487167221	1.1465040709954799	0.49495669161661199
IQCA1	0	0	0.145721408690065	3.8012310732154601E-2	1.8971874954616099	3.1053890548334E-2	8.7199855904865398E-2	0.132655679254993	0.19084143937584699	0	3.9112474215357802E-2	0	0	0.205902603597684	0	0	0
RNF157-AS1	0	1.47353980930617	0.37528948378288002	13.425152873667599	21.510320419042301	0	5.4919725446236498	0.339151688311782	2.2529134954402599	0	1.48208090850744	0	0	0	0	0	0
RP5-1184F4.7	2.1268225009922199	1.85607533144919	0.93470103009511996	9.3217404527255194	8.5629015946014793	1.4016524516161	3.5911027197724401	2.2516304147564101	1.6909459557520801	0.78541891501802696	1.15644138732603	1.08235023489509	2.37823009355921	1.3892128344052099	4.2227195460613904	1.1252096804297	2.5371134258228301
TMEM108	0.17037922812923201	0.20625004968277499	0.124929626014607	0.214532399952504	2.4501559022288699	0.147604415421277	0.43599785806652802	0.13133606403941001	0.11274907602378	8.75527103044038E-2	0.118893114195363	0.73897673095276195	0.32655439696243999	0.20154473125842801	0.57075318825106902	0.159974378785226	4.4819900386968001
PCSK5	19.308408384262101	7.3299503517841904	1.6068102890631	28.457527114496902	19.438187378521199	1.24498471807837	7.1077181948468997	2.5121897475433501	1.54199658584721	1.8842690853877	2.1960967033495402	1.1583510581563501	4.9406988105543004	1.3621511040082099	51.924011615848499	2.2088802649338701	1.4624348843350901
ARHGEF4	0.52563599587011101	0.50121100196181001	1.07440855536673	6.5885232295022904	10.545033070319199	0.375290390020183	2.4192814231204598	0.96987040837761695	0.70638691825869004	1.06235033461841	1.5857553817575401	0.245135094744244	0.39210019760204701	0.42871362372773603	2.33329762161565	8.7274982399897993	0.47607455806902899
AGBL3	0.76021881244773304	6.11345595338598	5.9736158961351897	11.3353663659441	29.488725654653202	5.1705757232546397	6.2082336899910802	2.72092309216172	4.7412581124163902	7.0047591260039802E-2	7.4965672406356996	0.98468234469814397	1.08971547886646	7.4627363792169099	10.7507805034345	11.8435959054412	30.039145749068201
RP11-61O1.2	0	0	1.51317307341442	69.590122158604601	54.522958433708801	0	14.8131556806744	0.22403014741309801	5.2717464547502502	0	2.9423225134435498	0	0	0	0	0	0
AC093609.1	0.65848479615739497	4.5228800921981502	5.6117406278599198	2.7375141699541499	11.0858906752668	0	1.11933815077772	1.0324139628058899	6.8024157962583498	0.66683902961642605	5.5604406061827198	0	0.42953145614414601	9.3115676893131605E-2	1.43288274632192	0	0
COL6A3	0.17339088924571	0.117531944928028	0.26738134146459702	0.79591967845182698	2.55302432061149	0.22373469680324101	1.19234634347794	0.129217206690105	0.85375511227317202	0.13016452087665401	0.44726652171992798	0.21533911201630701	0.19099873670473899	0.12782587689057301	0.65615866782487198	0.19620163980460201	0.36163305965220599
PCSK6	0.617583373100422	1.58815407295213	0.86388576503124204	1.7176298934962499	3.9673422768902999	1.06841363035199	0.84559331663181203	0.47042000116416199	2.2235321638650598	0.20128821734413799	1.7633668188501701	0.52364040413423196	1.9065025155522399	1.67281133794777	1.8084050682750601	1.28294926420276	2.8668920671398999
ANKRD31	0	0.104374792682822	0.31041750134270801	1.3680325840977201	1.8007544559125299	4.1004031597497902E-2	0.52181696069504402	0.13641805765520801	0.60873782649834995	0	0.23630711927381201	5.4342005552368601E-2	0	9.4844387714570599E-2	0	0	0
CEP41	15.2011153569394	14.8300232679271	14.546657075351	29.353839729448801	51.845391524270802	6.6072405881563796	16.060642103757701	11.129405294538	23.3929897997849	1.25290254405964	18.228333868539998	14.8876520182676	19.149489245521501	10.323538537214301	81.267990579917594	16.216662535627801	43.574034594608001
CD8B	0	3.2613512553448798	454.91618991773498	12.502030316448399	582.06419783942397	7.5985763287133898E-2	11.5727635898728	55.455362316040301	37.367952985855403	6.6410083084518498E-2	16.573870431314901	9.4081125223897093	9.6015825510876202E-2	2.4321363857737698E-3	0.41630591557678698	0.61259467082393704	0
ANAPC1P1	7.0824272760013796E-2	0.39980770834902601	2.8096771193692001	0.764900046404698	4.8341692914220102	0.60186775381485402	0.60311995114478001	0.42085494216413399	0.82704429747709796	0.10840675605456999	0.44107165640687701	0.73815718440017897	0.28537923184474601	0.48626058351067902	0.95429915086645301	0.882348348222594	1.30377366801975
FCGBP	0.275515432472757	5.0245345592018102	5.04330885141718	3.8207137478429201	13.427091929522	2.5904453152138198	2.4160639660343599	1.56332192964595	7.4720380904830703	7.9939037693957903E-3	6.2156435072407401	3.2774184212405102E-3	1.29257384392903	0.55772605086370197	8.2708201890073205	0	9.5127268120004799E-2
SUCLG2-AS1	1.19554511657433	3.6916815703958199	2.33524101134907	8.4404254676408605	12.2066385922072	3.49946821761149	4.5045254543370996	1.8374856032599201	6.16566587583615	0.72197534939367403	2.2933731436497302	0.58820890471232401	1.35592689031044	0.86564773078258295	2.1920416009086399	1.1040080810852799	9.0378724129936199
SLC16A10	0.485834405917692	0.40741896800345101	0.35805771045471602	5.6010586676505101	4.5774968703057803	0.40999712707362901	2.31983723520118	0.44412958780712303	1.2803375576771301	0.23308424390109	0.45672379324769202	0.80316633038821095	0.85920887927881195	0.67394703146879298	2.38828181237082	0.44716739401936301	1.28151650281882
CNN3	0.368437973194154	0.21560595167117699	1.06521378439225	7.8695477882141196	12.025357108561501	7.2370597882933598	2.6657803024136402	1.58074744136165	1.5207094454257599	0.29562127759650902	1.60681607293068	7.0520056103782897E-2	0.55325333722294501	2.9478281673700102	1.4102633684586201	0	1.6807154642500199
HAVCR1	1.1490136707507601	10.6329416149881	0.89765159889141	28.874507732201401	29.020182598995302	0.31435026071574002	14.583645277708101	0.46249888124995903	1.5576116758754699	0.31501305215088199	3.2118209188968598	0.482694810395223	3.9862169342312401	0.26821215873956	55.6152018515386	0.87444917116049303	0.294179852185108
NPAS2	0.17471168292935099	0.13018079638226501	0.12858896650103499	1.8521774181794199	2.7001853507264499	0.18512109511712799	0.87500443502238601	0.57155449207332198	0.224987348642432	0.15844895865717801	0.14358599626687901	0.10385457588347199	0.39550800425331301	0.160344312194519	0.62166989277252205	0.92936944027581503	0.29559101704847601
SCML1	12.587848862040399	1.4387449963732699	0.47951111393949802	23.9577734136621	19.680004070719601	7.6603043527282901	7.19353348380361	0.30751108345787798	1.26563058092773	1.0405986338455899	1.0633308471352501	0.21454513661415001	22.385062549686602	2.75867523582719	60.152108483575397	2.7064901746320298	0
RP11-317F20.3	0.33838028336057802	1.30099351088798	0.82565516264495997	2.2870843086974402	3.9152178883556199	1.8293785025530001	1.61381009914878	0.421437982878684	0.89490370919530704	0.23455700353928	0.48564227479509198	2.3950852738483102	0.68291370709038002	0.78984443304927698	0.98888499990223	0.107107712360703	1.0298989745067999
SREBF1	11.6517494693154	5.2556074409760196	5.4851306747016402	17.389160773724701	19.605460693186401	5.2010222198559202	10.944430899755901	11.058562579577799	14.426321934569	4.1880773897384502	9.1773273533576791	1.26845395405385	16.159312852889901	4.7032947971562402	27.393728118409999	17.718800068977199	21.4595721127099
NT5E	0.509720281935508	1.4404341279860999	4.5059143900797398	7.3098932753756296	56.911733178407196	58.507686783138197	7.2220249995464396	3.0949876320466401	10.184300579577901	5.2268672226542599E-2	7.5044902914999696	2.3974115179412999E-2	0.87464135986676195	39.8996080351736	4.1998664201830502	0.62093927974412899	20.1073067262815
XKRX	0	0	5.5993527336695402E-2	1.9615512288111401	3.12057467404055	2.9909791506552201	0.14229723510561801	0	0	0	0	0	0	0.959833121615978	0	0	0.60692804929470801
MTUS1	0	4.7113404266217601E-2	1.5680800114248199	10.335899837575701	11.7285906201719	0.72498526264726404	6.3700540839055	1.07210413604934	1.0120977502116699	0	1.1936354945204899	4.7841181177764001E-2	0.28879275035185198	0.20878710805124601	0	0.25369387444047198	0.90746888616162202
GAL3ST4	1.1661649802126099	1.2220175283794299	0.35135310872562697	17.929682039947501	12.964370436404	0.883304723368041	8.3126417106125796	0.27574816818334602	1.8792175522533601	0.76269225932706497	1.96640694852603	0.28300983440856597	0.94829533883742001	0.97724861751486003	1.9027478071037001	22.683238973416401	0.52640481801900496
WHAMMP2	0.90181405340214804	5.7392818344047498	2.1664077637846102	7.95358204030663	6.1980169418532904	1.1796053550496799	3.40378420141819	0.76665078762046501	2.0431417921569701	0.55397291456627695	2.9371739397463301	0.82980162883930197	1.2927760222035201	0.92615681909666303	8.2717096552063403	2.4719659379409502	2.5486834017325299
PLAG1	2.0926274573532901	1.15515123883286	0.47329917698566898	10.050677680028	10.031947726158201	3.41519600531372	4.3325347198647597	0.21965494757724799	1.4209936014067399	0.101602709111585	0.47662556738779899	1.5352618592515701	1.8459435697797799	5.5621972912852504	3.3034154723862801	3.1116801169710202	8.4932793860039197
LMO7	5.889235911588	5.8035001296278104	7.5318392473779996	51.516738608744802	37.848579475022703	15.180833099325101	21.752626979191401	7.70163448495284	14.362853401448801	0.826747188716903	11.9537774419488	5.2330158915675504	7.5482048010787297	12.9790357924809	21.393327445135199	11.8162279381721	23.214221424325199
RBM11	0	0	1.4049425626761201	10.6639661023241	15.8843264654446	3.8114516182199498	4.3084469764338102	0.607458312677436	2.3353172856359499	0.49244489836378502	0.64014505716707903	2.5804527931257	0	4.3292522717721598	0	0	0
DFNB59	1.02891674423532	0.15611826524720801	0.95612567734953502	2.28363261879614	4.3507939955591004	1.1074196663200699	1.5341220208031301	0.60801228590961898	0.40044881148731698	2.9864784478357401E-2	0.37887186602809397	0	2.8652806516479699E-2	0.91985755212653297	8.5354920295270595	4.8281316395532201	3.8269950783244302
ROBO1	0.87550288453693503	0.34336004491175598	0.21959657447070899	0.19188328444274	3.4201393162051299	0.33797742511102502	0.28841010220723601	0.167089332999069	0.52652230163767799	0.293447328842387	0.23335205957096999	0.215487299066145	0.78388578570814405	2.4294689940326402	4.6617809848897602	0.41589728427678402	4.0212655697743802
EPHA1	9.9609322952020101	3.5880974572379798	2.9558726213206099	44.860447632641304	37.602685698247299	1.6797467920465601	23.524853830159699	3.3769544282280202	6.3741696200723696	14.548280734398	3.3723330778299601	6.5029247383755804	16.029097908902099	1.75132614200546	26.6596988402368	12.713592403540501	7.4483448838959898
FOXP1-AS1	18.751509789917002	6.6235409348652796	7.3882836293352598	26.372303553777002	32.715897313448899	31.290506796562202	20.5198805520543	3.4855741736866701	8.2461740874625296	4.9969894359421803	5.8153694779273799	7.9057017112505799	20.753145589276201	13.7524882729778	49.241230029644797	22.662584845086101	8.0426545215399994
SOAT2	0	0	0.192517944885258	0.47481487585985599	3.8313636128889801	0	1.28119827215404	2.87637472554785	2.7229871833025099	0	0.38965841880250301	0	0	2.1063747050143401E-2	0	0	0
